title,brand,size,price,days on poshmark,market,category,subcategory,seller
barely used the north face womens jacket,the north face,Size: XXL,$46,3,Women,Jackets & Coats,Ski & Snow Jackets,ambrownesq
lululemon brave the cold jacket  size 8,lululemon athletica,Size: 8,$85,3,Women,Jackets & Coats,Ski & Snow Jackets,nic073
lululemon rain jacket,lululemon athletica,Size: S,$38,3,Women,Jackets & Coats,Ski & Snow Jackets,carolinek913
steel bristlecone sweetwater fleece hoodie for women,stio,Size: S,$50,3,Women,Jackets & Coats,Ski & Snow Jackets,huibel
womens snowboard jacket  plum kiss,andorra,Size: M,$59,490,Women,Jackets & Coats,Ski & Snow Jackets,lisakuca
nwt eddie bauer first ascent pertex quilted stormdown 800 goose down jacket,eddie bauer,Size: XL,$75,3,Women,Jackets & Coats,Ski & Snow Jackets,krl777
roxy snow board jacket,roxy,Size: 5 (Juniors),$45,3,Women,Jackets & Coats,Ski & Snow Jackets,hkorbini
womens arctic hooded fauxfurtrim parka,the north face,Size: M,$200,48,Women,Jackets & Coats,Ski & Snow Jackets,princess_gray
frauenschuh womens ski jacket,frauenschuh,Size: M,$299,3,Women,Jackets & Coats,Ski & Snow Jackets,rainjade
womens hiker jacket in mirage by dope snow nwt,dope,Size: S,$85,3,Women,Jackets & Coats,Ski & Snow Jackets,deedee_leblanc
new burton ak baker down puffer jacket  xs s m xl  800 fill down  storm camo,burton,Size: XL,$199,40,Women,Jackets & Coats,Ski & Snow Jackets,poshstyl
dope name of brand snowboard jacket,dope,Size: M,$60,3,Women,Jackets & Coats,Ski & Snow Jackets,megankmast
full length jones ny warm coat,jones new york,"Size: SM, but see description",$17,4,Women,Jackets & Coats,Ski & Snow Jackets,tigger75
goldbergh neon yellow puffer ski jacket nwot size 12,goldbergh,Size: 12,$300,3,Women,Jackets & Coats,Ski & Snow Jackets,sharethetrends
burton snowboarding or skiing jacket,burton,Size: S,$50,4,Women,Jackets & Coats,Ski & Snow Jackets,juliavaller
nwt 32 degrees heat womens sherpa teddy shirt jacket red size xl2xl 80 www007,32 degrees,Size: XL/2XL,$29,37,Women,Jackets & Coats,Teddy Jackets,baffestianu
boutique new with tags retro daisy sherpa jacket,the wildflower company,Size: S,$54,129,Women,Jackets & Coats,Teddy Jackets,sheyanne_lyn
adrienne landau bonded jacket,adrienne landau,Size: M,$135,63,Women,Jackets & Coats,Teddy Jackets,presto_support
cozy teddy button down hoodie jacket coat,bellanblue,Size: 0,$128,118,Women,Jackets & Coats,Teddy Jackets,bellanblue
new free people hit the slopes fleece jacket sweatshirt light yellow xs,free people,Size: XS,$89,11,Women,Jackets & Coats,Teddy Jackets,lys_and_lace
1 left fp nwt hit the slopes printed pullover size s  l in ocean tie dye,free people,Size: S,$98,19,Women,Jackets & Coats,Teddy Jackets,landisanita
new steve madden sadie coat in mochatan,steve madden,Size: L,$46,15,Women,Jackets & Coats,Teddy Jackets,new_by_felicity
free people get cozy teddy jacket  rolling hills,free people,Size: XL,$118,10,Women,Jackets & Coats,Teddy Jackets,freepeople
free people stargazer fur jacket  mountain green,free people,Size: L,$118,19,Women,Jackets & Coats,Teddy Jackets,freepeople
the north face denali fleece jacket,the north face,Size: M,$22,1,Women,Jackets & Coats,Teddy Jackets,xoerinrachel
patagonia pullover fleece size large,patagonia,Size: L,$15,1,Women,Jackets & Coats,Teddy Jackets,woothrift
nine west womens cozy  double breasted teddy coat  various sizes,nine west,Size: Brown - S,$48,448,Women,Jackets & Coats,Teddy Jackets,goliath19
cozy plaid print teddy lined button jacket shacket,bellanblue,Size: M,$98,40,Women,Jackets & Coats,Teddy Jackets,bellanblue
 free people stargazer fur jacket  ivory,free people,Size: XS,$118,7,Women,Jackets & Coats,Teddy Jackets,freepeople
 free people stargazer fur jacket  ivory,free people,Size: XL,$118,7,Women,Jackets & Coats,Teddy Jackets,freepeople
 free people stargazer fur jacket  ivory,free people,Size: S,$118,7,Women,Jackets & Coats,Teddy Jackets,freepeople
free people stargazer fur jacket  mountain green,free people,Size: XS,$118,19,Women,Jackets & Coats,Teddy Jackets,freepeople
nwt simply southern simply soft shacket light pink,simply southern,Size: M,$36,4,Women,Jackets & Coats,Teddy Jackets,reimagineme
 free people stargazer fur jacket  ivory,free people,Size: L,$118,7,Women,Jackets & Coats,Teddy Jackets,freepeople
nike sherpa jacket,nike,Size: M,$60,1,Women,Jackets & Coats,Teddy Jackets,mackandrews_
sherpa fusion doublebreasted coat  red,harmony in nature,Size: M,$69,140,Women,Jackets & Coats,Teddy Jackets,harmonyinnature
new fabulous furs faux fur posh jacket in ivory,fabulous furs,Size: M,$113,5,Women,Jackets & Coats,Teddy Jackets,nwtbrands2love
nwot 32 degrees heat womens sherpa teddy shirt jacket gray size ml 80 www006,32 degrees,Size: M/L,$24,37,Women,Jackets & Coats,Teddy Jackets,baffestianu
patagonia womens classic retrox fleece jacket,patagonia,Size: M,$180,2,Women,Jackets & Coats,Teddy Jackets,kcspees
af teddy coat,abercrombie & fitch,Size: XS,$67,2,Women,Jackets & Coats,Teddy Jackets,laurenjohnso271
nwt urban bliss women oversized cream sherpa teddy shacket jacket size 12,urban bliss,Size: 12,$45,56,Women,Jackets & Coats,Teddy Jackets,tmichey
farm rio wild hearts fleece coat with tiebelt,farm rio,Size: XS,$125,27,Women,Jackets & Coats,Teddy Jackets,mazzymoonpix
amanda uprichard blush pink teddy coat nwt,amanda uprichard,Size: S,$25,132,Women,Jackets & Coats,Teddy Jackets,ornamentalstone
gap sherpa teddy knee length coat caramel brown size xs,gap,Size: XS,$40,2,Women,Jackets & Coats,Teddy Jackets,jilljackrose1
fp movement hit the slopes fleece,fp movement by free people,Size: XS,$35,2,Women,Jackets & Coats,Teddy Jackets,briannaburkhart
faux fur waterfall neck open front fuzzy coat  nwot,shein,Size: L,$35,750,Women,Jackets & Coats,Teddy Jackets,citystyle2000
taylo swift speak now taylors version koi fish quarter zip sherpa pullover,taylor swift,Size: XL,$112,2,Women,Jackets & Coats,Teddy Jackets,abbylynnharris
michael stars storm sherpa jacket,michael stars,Size: XL,$98,119,Women,Jackets & Coats,Teddy Jackets,sageandcocf
nwt skims cropped teddy jacket  tigers eye,skims,Size: L,$40,2,Women,Jackets & Coats,Teddy Jackets,alineweaver
patagonia dusty mesa fleece parka teddy coat cone brown hooded winter lodge coat,patagonia,Size: L,$132,2,Women,Jackets & Coats,Teddy Jackets,saraoddi
farm rio wild hearts fleece coat with tiebelt,farm rio,Size: S,$125,27,Women,Jackets & Coats,Teddy Jackets,mazzymoonpix
figs on shift sweater knit jacket,figs,Size: M,$35,2,Women,Jackets & Coats,Teddy Jackets,mcholland17
offline by aerie quarter zip pullover aztec print sherpa jacket size medium,aerie,Size: M,$28,2,Women,Jackets & Coats,Teddy Jackets,thriftywhetzel
burberry trench coat size medium,burberry,Size: 8,$125,1,Women,Jackets & Coats,Trench Coats,everydaywear101
a new day jacketgreen nwt,a new day,Size: XL,$20,1,Women,Jackets & Coats,Trench Coats,brooks_ebonie
burberry red wool trench,burberry,Size: 12,$200,1,Women,Jackets & Coats,Trench Coats,pattersonbrooke
andrew marc espresso wool blend hooded real fur trim toggle coat petite size 10p,andrew marc,Size: 10P,$39,1,Women,Jackets & Coats,Trench Coats,bestnewlook
nwt reiss  elsa crombie long coat,reiss,Size: 10,$289,507,Women,Jackets & Coats,Trench Coats,sharlight01
z supply mason houndstooth knit coat new,z supply,Size: XL,$120,56,Women,Jackets & Coats,Trench Coats,greenwheat
vintage 70s s real fur trench pea coat warm liner,vintage,Size: S,$498,1483,Women,Jackets & Coats,Trench Coats,notoriouspeb
new womens london fog burgundy rain trench coat,london fog,Size: M,$104,1021,Women,Jackets & Coats,Trench Coats,missywendt
banana republic trench coat womens med tan lined long line belted rain outerwear,banana republic,Size: M,$34,1,Women,Jackets & Coats,Trench Coats,liz_maddux
new white house black market ombre sequin trench jacket s xxsp,white house black market,Size: S,$119,525,Women,Jackets & Coats,Trench Coats,brianbaker551
evening cocktail wedding snakeskin leather jacket coat trench cardigan cape cove,gucci,Size: M,$499,2,Women,Jackets & Coats,Trench Coats,dreamclosetforu
new steve madden prince coat in classic herringbone,steve madden,Size: S,$75,6,Women,Jackets & Coats,Trench Coats,nwtbrands2love
abercrombie  fitch medium green anorak hooded jacket,abercrombie & fitch,Size: M,$30,2,Women,Jackets & Coats,Trench Coats,mkbrewer23
vintage wool trench coat with notched lapel classic,free people,Size: 11/12,$75,2,Women,Jackets & Coats,Trench Coats,bluejeanbaby67
bogner cyndi oversized parka jacket msrp 790,bogner,Size: 6,$245,90,Women,Jackets & Coats,Trench Coats,nicole12007
abercrombie trench coat,abercrombie & fitch,Size: XS,$45,2,Women,Jackets & Coats,Trench Coats,yeceniabooher
desigual emerald ornate patchwork stand up collar coat with eye motif on back,desigual,Size: 14,$200,2,Women,Jackets & Coats,Trench Coats,iamwarrior
jcrew womens 348 new icon trench coat vintage khaki size 4 bf456,j. crew,Size: 4,$116,36,Women,Jackets & Coats,Trench Coats,kaykay111997
vtg trench coat women 12 tan attached belt long cinch waist nordstrom 70s,nordstrom,Size: 12,$60,2,Women,Jackets & Coats,Trench Coats,litasellsitall
iconic burberry brit daylesmoore wool blend trench coat in black size 4,burberry,Size: 4,$300,2,Women,Jackets & Coats,Trench Coats,jentrify
forecaster fox fur wool coat nwt,forecaster,Size: 6,$205,100,Women,Jackets & Coats,Trench Coats,cherrypicker21
calvin klein womens belted coat double layers with two zippers,calvin klein,Size: M,$25,2,Women,Jackets & Coats,Trench Coats,julie0831
nwt banana republic classic cotton twill trench coat  lp xxl,banana republic,Size: XXL,$115,20,Women,Jackets & Coats,Trench Coats,cheyannebrady
abercrombie the af dad coat wool blend,abercrombie & fitch,Size: M,$76,2,Women,Jackets & Coats,Trench Coats,lbanjanovic
coat  af  size l,abercrombie & fitch,Size: L,$15,2,Women,Jackets & Coats,Trench Coats,suzz19
new andrew marc nwt black robbie front zip genuine fur trim hooded coat,andrew marc,Size: 6,$99,36,Women,Jackets & Coats,Trench Coats,bestnewlook
everlane trench,everlane,Size: L,$60,2,Women,Jackets & Coats,Trench Coats,mnmom948
pink preppy womens plaid pattern double breasted tweed overcoat,.,Size: 6,$129,201,Women,Jackets & Coats,Trench Coats,poshzone
neiman marcus by dana buchman linen trench coat,dana buchman,Size: 10,$35,2,Women,Jackets & Coats,Trench Coats,foreverthirty
london fog frontzip hooded trench coat nwt,london fog,Size: XSP,$150,541,Women,Jackets & Coats,Trench Coats,twinluxuryfinds
small vintage neutral brown light weight jacket trench coat snatched waist,travelsmith,Size: S,$17,3,Women,Jackets & Coats,Trench Coats,cloverblossom99
soho rain trench coat free people,we the free,Size: L,$168,370,Women,Jackets & Coats,Trench Coats,lindarb
hm women short trenchcoat beige tan size xs,h&m,Size: XS,$20,3,Women,Jackets & Coats,Trench Coats,lillycolette
zara khaki trench coat size xs,zara,Size: XS,$16,3,Women,Jackets & Coats,Trench Coats,esraeren
london fog khaki womens rain trench coat,london fog,Size: 6,$50,3,Women,Jackets & Coats,Trench Coats,juliedeneen32
varley anset jacket brand nwt  never worn msrp 158,varley,Size: M,$168,49,Women,Jackets & Coats,Trench Coats,amourvogue
show me your mumu nancy trench coat size m excellent condition,show me your mumu,Size: M,$50,3,Women,Jackets & Coats,Trench Coats,kari_aubart
j crew tan 100 cashmere wrap trench coat,j. crew,Size: M,$95,3,Women,Jackets & Coats,Trench Coats,sabrinajacqui
womans long trench coat,the limited,Size: L,$93,3,Women,Jackets & Coats,Trench Coats,shasha678518
banana republic belted trench coat sz l,banana republic,Size: L,$27,3,Women,Jackets & Coats,Trench Coats,lesliedavisvt
carhartt womens jacket color black size medium 810,carhartt,Size: M,$32,319,Women,Jackets & Coats,Utility Jackets,save_here_shops
kut from the kloth utility jacket,kut from the kloth,Size: S,$35,43,Women,Jackets & Coats,Utility Jackets,ambermcb
christopher  banks green corduroy jacket,christopher & banks,Size: XL,$22,1,Women,Jackets & Coats,Utility Jackets,leahmiller60
express army utility jacket khaki  l,express,Size: L,$20,4,Women,Jackets & Coats,Utility Jackets,youareafriend
heritage black lululemon size 4 down pullover  great condition,lululemon athletica,Size: 4,$30,1,Women,Jackets & Coats,Utility Jackets,tracy574
mountain hardwear acadia rain jacketbrick red,mountain hardwear,Size: L,$55,54,Women,Jackets & Coats,Utility Jackets,jholtjr
nwt mika paris drawstring military jacket,johnny was,Size: S,$164,33,Women,Jackets & Coats,Utility Jackets,christyssalado
lululemon define jacket,lululemon athletica,Size: 10,$25,1,Women,Jackets & Coats,Utility Jackets,otidwell27
nwt liverpool crop stretch sateen utility jacket in serpentine,liverpool,Size: XS,$100,90,Women,Jackets & Coats,Utility Jackets,dejanujj
disney mickey mouse rain jacket wind breaker adult medium,disney,Size: M,$20,1,Women,Jackets & Coats,Utility Jackets,riversthings
new michelle mae scarlett sweater jacket in forest green,michelle mae,Size: XL,$71,15,Women,Jackets & Coats,Utility Jackets,nwtbrands2love
eddie bauer womens sweater jacket sz 2 xlarge,eddie bauer,Size: 2X,$21,2,Women,Jackets & Coats,Utility Jackets,clarkbarb8859
torrid olive green twill  faux leather anorak size 4x,torrid,Size: 4X,$18,3,Women,Jackets & Coats,Utility Jackets,love2lovelane
1820 lane bryant utility jacket embroidered khaki business casual vintage y2k,lane bryant,Size: 2X,$27,2,Women,Jackets & Coats,Utility Jackets,polishedtwo
aerie shacket,aerie,Size: M,$10,2,Women,Jackets & Coats,Utility Jackets,joannward87
gap utility jacket,gap,Size: L,$23,2,Women,Jackets & Coats,Utility Jackets,robinmgh
grunt style half zip fleece,grunt style,Size: S,$36,92,Women,Jackets & Coats,Utility Jackets,krissy8082
carhartt work jacket,carhartt,Size: XL,$60,2,Women,Jackets & Coats,Utility Jackets,lpierpont
womens salmon color lined carhartt jacket,carhartt,Size: L,$50,2,Women,Jackets & Coats,Utility Jackets,justpeachyely
nwot little mountain vancouver cordova  7013 oversized plaid shirt jacket,little mountain vancouver,Size: S,$34,67,Women,Jackets & Coats,Utility Jackets,kyladorsch
vans black zip up jacket womens medium,vans,Size: M,$35,3,Women,Jackets & Coats,Utility Jackets,kaylalee6
j jill  tahoe long stretch denim utility jacket womens xl,j. jill,Size: XL,$55,3,Women,Jackets & Coats,Utility Jackets,hip22
brandy melville eddie utility army green jacket one size fits all,brandy melville,Size: OS,$18,3,Women,Jackets & Coats,Utility Jackets,thesparkledowl
gap utility jacket m,gap,Size: M,$50,3,Women,Jackets & Coats,Utility Jackets,leslijoy
024 free people utility jacket,free people,Size: S,$16,3,Women,Jackets & Coats,Utility Jackets,bayoustuntwife
adidas originals jardim agharta track jacket size small floral print euc,adidas,Size: S,$52,3,Women,Jackets & Coats,Utility Jackets,tkstaff
figs fleece jacket,figs,Size: XS,$25,3,Women,Jackets & Coats,Utility Jackets,sswietlik7
patagonia better sweater womens extra large gray fleece jacket outdoor hike camp,patagonia,Size: XL,$47,3,Women,Jackets & Coats,Utility Jackets,crewsing4deals
nwt banana republic sport pack  carry jacket,banana republic,Size: S,$120,3,Women,Jackets & Coats,Utility Jackets,charvey2019
under armour pink hooded zip up jacket storm,under armour,Size: L,$20,3,Women,Jackets & Coats,Utility Jackets,jzetdelta
free people lightweight flannel jacket,free people,Size: L,$59,3,Women,Jackets & Coats,Utility Jackets,aleciaraem
wilfred free the ganna cropped shirt jacket in heather,aritzia,Size: M,$25,3,Women,Jackets & Coats,Utility Jackets,merfnyc
reserved both weekenders khaki  navy anorak jackets convert to drawstring bag,weekenders,Size: Khaki Jacket Women’s Size Large,$24,4,Women,Jackets & Coats,Utility Jackets,shopsnowl
all saints amphia chlo zipfront hoodie sz m ivory white convertible logo,all saints,Size: M,$40,7,Women,Jackets & Coats,Utility Jackets,schneggshoppe
lululemon always effortless jacket,lululemon athletica,Size: 6,$45,3,Women,Jackets & Coats,Utility Jackets,kbenson563
stylish silklined hood zip pockets adjustable pull  waist,blanc noir,Size: S,$120,665,Women,Jackets & Coats,Utility Jackets,laraes
carhartt womens canvas quilted lined hooded jacket full zip teal size medium,carhartt,Size: M,$54,4,Women,Jackets & Coats,Utility Jackets,carsonhauschild
rag  bone trail jacket,rag & bone,Size: S,$65,4,Women,Jackets & Coats,Utility Jackets,lauraml0615
euc vintage mulberry street 1980s red cotton jacket plaid lining blue trim,mulberry,Size: M,$20,4,Women,Jackets & Coats,Utility Jackets,clarkclark88
rails women l tuli organic cotton utility olive embroidered jacket nwt,rails,Size: L,$79,4,Women,Jackets & Coats,Utility Jackets,studioconcu
patagonia womens gold hooded rain jacket,patagonia,Size: L,$40,4,Women,Jackets & Coats,Utility Jackets,globalvinyasa
rails on trend flattering oversized wool jacket,rails,Size: M,$30,4,Women,Jackets & Coats,Utility Jackets,piggottscloset
